name	min_sharpe	mean_sharpe	mean_ann_ret	mean_total_ret	lieflow_influence	coverage	composite	eligible
hybrid fb c1.10 s14 w0.5 e0.75-1.00	-0.6832	0.3771	0.0242	0.1009	0.5992	88.02%	-100.6832	False
hybrid fb c1.10 s16 w0.2 e0.50-1.00	-0.6806	0.3762	0.0236	0.0994	0.5992	88.02%	-100.6806	False
hybrid fb c1.10 s16 w0.2 e0.75-1.00	-0.6806	0.3762	0.0236	0.0994	0.5992	88.02%	-100.6806	False
hybrid fb c1.10 s16 w0.3 e0.50-1.00	-0.6806	0.3762	0.0236	0.0994	0.5992	88.02%	-100.6806	False
hybrid fb c1.10 s16 w0.3 e0.75-1.00	-0.6806	0.3762	0.0236	0.0994	0.5992	88.02%	-100.6806	False
hybrid fb c1.10 s16 w0.4 e0.50-1.00	-0.6806	0.3762	0.0236	0.0994	0.5992	88.02%	-100.6806	False
hybrid fb c1.10 s16 w0.4 e0.75-1.00	-0.6806	0.3762	0.0236	0.0994	0.5992	88.02%	-100.6806	False
hybrid fb c1.10 s16 w0.5 e0.50-1.00	-0.6806	0.3762	0.0236	0.0994	0.5992	88.02%	-100.6806	False
hybrid fb c1.10 s16 w0.5 e0.75-1.00	-0.6806	0.3762	0.0236	0.0994	0.5992	88.02%	-100.6806	False
hybrid fb c1.10 s18 w0.2 e0.50-1.00	-0.6972	0.3706	0.0231	0.0980	0.5992	88.02%	-100.6972	False
hybrid fb c1.10 s18 w0.2 e0.75-1.00	-0.6972	0.3706	0.0231	0.0980	0.5992	88.02%	-100.6972	False
hybrid fb c1.10 s18 w0.3 e0.50-1.00	-0.6972	0.3706	0.0231	0.0980	0.5992	88.02%	-100.6972	False
hybrid fb c1.10 s18 w0.3 e0.75-1.00	-0.6972	0.3706	0.0231	0.0980	0.5992	88.02%	-100.6972	False
hybrid fb c1.10 s18 w0.4 e0.50-1.00	-0.6972	0.3706	0.0231	0.0980	0.5992	88.02%	-100.6972	False
hybrid fb c1.10 s18 w0.4 e0.75-1.00	-0.6972	0.3706	0.0231	0.0980	0.5992	88.02%	-100.6972	False
hybrid fb c1.10 s18 w0.5 e0.50-1.00	-0.6972	0.3706	0.0231	0.0980	0.5992	88.02%	-100.6972	False
hybrid fb c1.10 s18 w0.5 e0.75-1.00	-0.6972	0.3706	0.0231	0.0980	0.5992	88.02%	-100.6972	False
hybrid fb c1.10 s20 w0.2 e0.50-1.00	-0.6901	0.3601	0.0220	0.0953	0.5992	88.02%	-100.6901	False
hybrid fb c1.10 s20 w0.2 e0.75-1.00	-0.6901	0.3601	0.0220	0.0953	0.5992	88.02%	-100.6901	False
hybrid fb c1.10 s20 w0.3 e0.50-1.00	-0.6901	0.3601	0.0220	0.0953	0.5992	88.02%	-100.6901	False
hybrid fb c1.10 s20 w0.3 e0.75-1.00	-0.6901	0.3601	0.0220	0.0953	0.5992	88.02%	-100.6901	False
hybrid fb c1.10 s20 w0.4 e0.50-1.00	-0.6901	0.3601	0.0220	0.0953	0.5992	88.02%	-100.6901	False
hybrid fb c1.10 s20 w0.4 e0.75-1.00	-0.6901	0.3601	0.0220	0.0953	0.5992	88.02%	-100.6901	False
hybrid fb c1.10 s20 w0.5 e0.50-1.00	-0.6901	0.3601	0.0220	0.0953	0.5992	88.02%	-100.6901	False
hybrid fb c1.10 s20 w0.5 e0.75-1.00	-0.6901	0.3601	0.0220	0.0953	0.5992	88.02%	-100.6901	False
hybrid fb c1.10 s22 w0.2 e0.50-1.00	-0.6986	0.3620	0.0220	0.0964	0.5992	88.02%	-100.6986	False
hybrid fb c1.10 s22 w0.2 e0.75-1.00	-0.6986	0.3620	0.0220	0.0964	0.5992	88.02%	-100.6986	False
hybrid fb c1.10 s22 w0.3 e0.50-1.00	-0.6986	0.3620	0.0220	0.0964	0.5992	88.02%	-100.6986	False
hybrid fb c1.10 s22 w0.3 e0.75-1.00	-0.6986	0.3620	0.0220	0.0964	0.5992	88.02%	-100.6986	False
hybrid fb c1.10 s22 w0.4 e0.50-1.00	-0.6986	0.3620	0.0220	0.0964	0.5992	88.02%	-100.6986	False
hybrid fb c1.10 s22 w0.4 e0.75-1.00	-0.6986	0.3620	0.0220	0.0964	0.5992	88.02%	-100.6986	False
hybrid fb c1.10 s22 w0.5 e0.50-1.00	-0.6986	0.3620	0.0220	0.0964	0.5992	88.02%	-100.6986	False
hybrid fb c1.10 s22 w0.5 e0.75-1.00	-0.6986	0.3620	0.0220	0.0964	0.5992	88.02%	-100.6986	False
